City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Upata,8.01,-62.4,71.11,95,95,3.85,VE,1608678144
Usinsk,65.99,57.53,-8.52,88,92,13.8,RU,1608678144
Monterey,36.25,-121.25,64.99,53,0,8.01,US,1608678144
Yelets,52.62,38.5,7.05,94,0,6.31,RU,1608678144
Tooele,40.53,-112.3,36.0,47,40,23.04,US,1608678144
Abu Samrah,35.3,37.18,49.86,87,55,4.36,SY,1608678144
Pahrump,36.21,-115.98,66.0,14,5,7.0,US,1608678144
La Libertad,-2.23,-80.9,77.0,73,0,11.41,EC,1608678144
Oriximiná,-1.77,-55.87,82.63,61,86,2.73,BR,1608678144
High Rock,26.62,-78.28,69.8,64,40,9.17,BS,1608678145
Peniche,39.36,-9.38,54.0,88,100,1.01,PT,1608678145
Gopālpur,19.27,84.92,62.47,60,0,6.26,IN,1608678145
São Sebastião,-23.76,-45.41,72.37,80,100,3.83,BR,1608678097
Broome,42.25,-75.83,35.01,64,90,16.11,US,1608678145
Mathbaria,22.29,89.96,58.55,62,0,3.6,BD,1608678145
Nuevo Progreso,23.17,-97.95,75.0,57,95,5.01,MX,1608678145
Sarangani,5.4,125.46,83.21,72,57,13.76,PH,1608678145
Porto Murtinho,-21.7,-57.88,84.88,53,19,6.46,BR,1608678145
Shelbyville,35.48,-86.46,51.8,40,1,2.42,US,1608678145
Omsukchan,62.53,155.8,-32.48,78,100,4.79,RU,1608678145
Māgadi,12.97,77.23,60.8,100,75,4.7,IN,1608678145
Barth,54.36,12.72,43.0,86,75,4.7,DE,1608678146
Pop,40.87,71.11,30.2,80,90,6.93,UZ,1608678146
Zaragoza,41.66,-0.88,50.0,100,90,4.7,ES,1608678146
Ahipara,-35.17,173.17,72.43,62,100,7.7,NZ,1608678146
Labuhan,-6.88,112.21,77.72,83,84,11.01,ID,1608678146
Oxford,51.75,-1.26,51.8,93,90,7.27,GB,1608678146
Nawābganj,24.59,88.27,58.98,54,0,4.09,BD,1608678146
Narón,43.52,-8.15,57.99,81,100,21.99,ES,1608678146
Salalah,17.02,54.09,75.2,36,0,10.29,OM,1608678147
Pangnirtung,66.15,-65.71,8.6,71,90,12.75,CA,1608678147
Muros,42.78,-9.06,57.99,94,100,8.01,ES,1608678147
Ushtobe,45.25,77.98,5.36,84,0,4.85,KZ,1608678147
Sioux Falls,43.55,-96.7,53.6,37,40,26.4,US,1608678130
Puro,12.48,123.38,79.74,85,0,10.85,PH,1608678147
Kungurtug,50.6,97.52,-8.1,81,100,2.28,RU,1608678147
Santo Antônio do Monte,-20.09,-45.29,70.02,92,90,4.0,BR,1608678148
La Ronge,55.1,-105.28,-4.0,83,70,6.93,CA,1608678148
Rawson,-43.3,-65.1,75.65,26,84,12.68,AR,1608678148
Kroya,-7.63,109.25,78.3,82,80,3.06,ID,1608678148
Atagay,55.1,99.39,1.04,89,94,3.04,RU,1608678148
Jinchang,38.5,102.17,15.55,74,0,4.03,CN,1608678149
Ondjiva,-17.07,15.73,80.22,25,78,8.72,AO,1608678149
Invermere,50.52,-116.04,28.0,87,81,1.01,CA,1608677967
Aklavik,68.22,-135.01,-23.8,67,20,10.29,CA,1608678149
Charters Towers,-20.1,146.27,84.61,59,100,7.99,AU,1608678149
Mayumba,-3.43,10.66,77.18,89,83,3.91,GA,1608678149
Ukiah,39.15,-123.21,59.0,38,1,4.7,US,1608678001
Jos,9.92,8.9,62.74,31,49,1.77,NG,1608678149
Port Hawkesbury,45.62,-61.35,35.01,86,40,17.22,CA,1608678150
Kabare,-2.47,28.82,59.74,82,60,0.96,CD,1608678150
Swan Hill,-35.34,143.55,62.89,50,0,9.37,AU,1608678103
Saskylakh,71.92,114.08,-17.97,86,100,7.09,RU,1608678150
Show Low,34.25,-110.03,51.8,18,1,21.92,US,1608678150
Terme,41.21,36.97,39.2,86,75,5.82,TR,1608678150
La Orilla,17.98,-102.23,82.96,61,15,8.86,MX,1608678150
Benicarló,40.42,0.43,50.0,91,68,1.01,ES,1608678150
Lorengau,-2.02,147.27,82.78,76,100,5.55,PG,1608678151
Hay River,60.82,-115.8,-13.0,75,63,3.36,CA,1608678151
Sola,-13.88,167.55,81.73,81,10,10.2,VU,1608678151
Barkā Kānā,23.62,85.48,52.39,51,0,4.05,IN,1608678151
Fresnillo,23.17,-102.88,69.8,21,75,19.46,MX,1608677887
Botelhos,-21.63,-46.4,68.52,90,98,4.16,BR,1608678151
Sambava,-14.27,50.17,75.61,85,0,9.4,MG,1608678151
Batticaloa,7.71,81.69,75.31,94,100,7.92,LK,1608678151
Massaguet,12.48,15.44,69.8,37,0,3.36,TD,1608678151
Along,28.17,94.77,47.68,67,0,1.74,IN,1608678151
Puri,19.8,85.85,59.0,93,0,7.14,IN,1608678151
Poyarkovo,49.6,128.68,-2.72,91,100,3.56,RU,1608678152
Lālmohan,22.34,90.74,64.0,59,0,5.14,BD,1608678123
George Town,5.41,100.34,78.8,88,20,6.17,MY,1608678152
Mayo,38.89,-76.51,46.4,52,1,8.05,US,1608678152
Ulaangom,49.98,92.07,-11.18,84,98,0.85,MN,1608678152
Point Fortin,10.18,-61.68,80.01,88,96,1.01,TT,1608677886
Takoradze,4.88,-1.76,79.43,86,60,9.91,GH,1608678152
Krasnosel'kup,65.7,82.47,-36.15,82,98,2.82,RU,1608678152
Sirte,31.21,16.59,61.3,75,44,8.55,LY,1608678152
Vestmannaeyjar,63.44,-20.27,33.89,91,18,12.19,IS,1608678152
Mitú,1.2,-70.17,74.7,92,87,0.49,CO,1608678152
Aasiaat,68.71,-52.87,17.89,93,86,15.9,GL,1608678152
Tandaltī,13.02,31.87,78.08,24,2,13.53,SD,1608678153
Poum,-20.23,164.02,80.02,74,0,8.25,NC,1608678153
Severodvinsk,64.56,39.83,33.8,100,90,6.71,RU,1608678153
Sebezh,56.3,28.47,27.91,98,100,13.35,RU,1608678153
Altamira,-3.2,-52.21,78.76,59,85,0.25,BR,1608678153
Yumen,40.28,97.2,14.2,83,27,13.42,CN,1608678153
Mahbūbnagar,16.73,77.98,59.43,71,0,3.94,IN,1608678153
Valle de Allende,26.93,-105.4,72.12,18,61,4.7,MX,1608678153
Palmer,42.16,-72.33,37.4,55,75,11.41,US,1608678153
Alakurtti,66.97,30.35,30.99,96,100,1.99,RU,1608678154
Vangaindrano,-23.35,47.6,73.2,89,9,4.97,MG,1608678154
Prigrevica,45.68,19.09,41.0,100,90,5.82,RS,1608678154
Broken Hill,-31.95,141.43,59.0,58,65,12.75,AU,1608678154
Kumluca,36.37,30.29,56.21,52,0,5.08,TR,1608678154
Menongue,-14.66,17.69,64.99,80,24,2.71,AO,1608678154
Buta,2.79,24.73,72.72,70,69,1.68,CD,1608678155
Atar,20.52,-13.05,62.83,30,0,12.55,MR,1608678155
Kununurra,-15.77,128.73,75.2,94,98,2.24,AU,1608678037
Dunedin,-45.87,170.5,57.0,88,100,1.99,NZ,1608678155
Ust-Maya,60.42,134.53,-46.62,77,79,1.19,RU,1608678155
Noumea,-22.28,166.46,86.0,62,0,6.93,NC,1608678156
Worland,44.02,-107.96,37.4,59,75,29.97,US,1608677884
Empalme,27.97,-110.82,75.99,46,5,6.93,MX,1608678156
Saint-Pierre,-21.34,55.48,75.2,78,0,4.7,RE,1608678156
Inuvik,68.35,-133.72,-16.6,75,0,6.93,CA,1608677949
Luena,-11.78,19.92,62.46,90,97,2.48,AO,1608678156
Pozo Colorado,-23.49,-58.8,78.69,43,0,6.11,PY,1608678156
Colares,38.8,-9.45,55.99,100,97,8.01,PT,1608678157
Kemijärvi,66.71,27.43,33.39,96,100,7.07,FI,1608678157
Gravdal,68.12,13.5,39.4,73,100,9.48,NO,1608678157
Harper,4.38,-7.72,78.62,86,29,6.73,LR,1608678157
Faanui,-16.48,-151.75,81.46,66,70,6.26,PF,1608678157
Hammerfest,70.66,23.68,35.6,64,0,24.16,NO,1608678157
Chapais,49.78,-74.85,6.8,77,90,13.87,CA,1608678157
Saint-Paul,-21.01,55.27,77.0,69,1,19.46,RE,1608678037
Huai'an,33.59,119.02,37.0,79,100,4.83,CN,1608678157
San Quintín,30.48,-115.95,64.76,57,30,7.78,MX,1608678157
Kieta,-6.22,155.63,85.28,66,73,3.6,PG,1608678157
Puerto Escondido,15.85,-97.07,82.4,74,40,4.7,MX,1608678158
Yārāda,17.65,83.27,60.8,87,0,2.24,IN,1608678158
Pesqueira,-8.36,-36.7,71.82,77,100,15.19,BR,1608678158
Port Said,31.26,32.28,64.4,77,0,9.17,EG,1608678158
Xai-Xai,-25.05,33.64,78.42,68,94,10.4,MZ,1608678158
Wana,32.3,69.57,41.99,59,0,3.74,PK,1608678144
Husavik,66.04,-17.34,17.6,78,75,3.36,IS,1608678158
Carmen de Carupa,5.35,-73.9,50.45,100,75,2.24,CO,1608678158
Lae,-6.72,146.98,78.8,83,40,3.36,PG,1608678159
Antofagasta,-23.65,-70.4,66.2,68,20,11.41,CL,1608678105
Palana,59.12,159.97,-0.47,84,88,4.76,RU,1608678159
Santa Cruz,30.42,-9.6,55.4,62,0,5.82,MA,1608678024
Matagami,49.75,-77.63,8.6,84,90,9.17,CA,1608678150
Sakakah,29.97,40.21,55.4,66,0,0.81,SA,1608678160
Lakes Entrance,-37.88,147.98,60.01,85,98,3.0,AU,1608678160
Batemans Bay,-35.72,150.18,69.01,63,10,3.0,AU,1608678160
Fatsa,41.03,37.5,42.8,87,75,13.87,TR,1608678160
Nioro,13.35,-15.75,74.25,20,93,5.08,GM,1608678160
El Dorado,38.77,-120.52,55.99,66,3,3.76,US,1608678160
Sivaki,52.63,126.75,-12.98,89,3,3.38,RU,1608678160
Virginia Beach,36.85,-75.98,50.0,57,2,10.56,US,1608677882
Glendive,47.11,-104.71,39.2,60,1,33.33,US,1608678160
Rosario,-32.95,-60.64,84.2,28,0,8.05,AR,1608677953
Ampanihy,-24.7,44.75,79.09,59,8,10.45,MG,1608678161
Ugoofaaru,5.67,73.0,80.87,81,100,17.31,MV,1608678161
Sernur,56.93,49.15,25.32,98,98,11.45,RU,1608678161
Koutsouras,35.03,25.95,57.99,61,27,14.74,GR,1608678161
Pemangkat,1.17,108.97,78.33,81,80,3.67,ID,1608678161
Wewak,-3.55,143.63,80.55,77,95,5.19,PG,1608678162
Rāmānuj Ganj,23.8,83.7,48.97,50,9,2.59,IN,1608678162
Kirensk,57.79,108.11,-2.09,91,100,5.17,RU,1608678162
Gao,16.64,1.64,68.99,23,1,10.51,ML,1608678162
Tanete,-3.94,119.78,78.78,82,100,2.15,ID,1608678162
Campina Verde,-19.54,-49.49,79.5,66,25,2.21,BR,1608678162
Blackwater,-23.58,148.88,81.09,48,84,7.27,AU,1608678162
Bobrovka,54.05,61.75,18.77,95,59,7.14,RU,1608678162
Uusikaupunki,60.8,21.41,37.4,93,90,12.75,FI,1608678162
Manicoré,-5.81,-61.3,77.68,85,100,1.41,BR,1608678163
Bedelē,8.46,36.35,58.77,78,66,2.46,ET,1608678163
El Copé,8.62,-80.6,80.6,88,20,8.5,PA,1608678163
Emerald,-23.53,148.17,80.6,65,40,17.22,AU,1608678163
Bahía Blanca,-38.72,-62.27,86.0,42,40,11.41,AR,1608678105
Rodney,42.57,-81.68,37.4,69,97,6.93,CA,1608678163
Jiuquan,39.74,98.52,13.91,77,44,3.27,CN,1608678163
